phrase ids|sentiment values
39377|0.84722
39378|0.48611
39379|0.51389
39380|0.33333
39381|0.30556
39382|0.47222
39383|0.44444
39384|0.54167
39385|0.38889
39386|0.25
39387|0.58333
39388|0.51389
39389|0.38889
39390|0.45833
39391|0.65278
39392|0.44444
39393|0.22222
39394|0.59722
39395|0.81944
39396|0.5
39397|0.61111
39398|0.52778
39399|0.55556
39400|0.44444
39401|0.19444
39402|0.34375
39403|0.41667
39404|0.98611
39405|0.77778
39406|0.94444
39407|0.84722
39408|0.375
39409|0.72222
39410|0.80556
39411|0.81944
39412|0.93056
39413|0.69444
39414|0.69444
39415|0.75
39416|0.68056
39417|0.5
39418|0.5
39419|0.5
39420|0.66667
39421|0.5
39422|0.5
39423|0.41667
39424|0.38889
39425|0.90278
39426|0.65278
39427|0.70833
39428|0.59722
39429|0.68056
39430|0.55556
39431|0.66667
39432|0.61458
39433|0.80556
39434|0.70833
39435|0.5
39436|0.83333
39437|0.44444
39438|0.56944
39439|0.44444
39440|0.44444
39441|0.13889
39442|0.56944
39443|0.66667
39444|0.54167
39445|0.68056
39446|0.79167
39447|0.77778
39448|0.55556
39449|0.22222
39450|0.51389
39451|0.47222
39452|0.54167
39453|0.5
39454|0.5
39455|0.55556
39456|0.63889
39457|0.5
39458|0.55556
39459|0.81944
39460|0.70833
39461|0.47222
39462|0.43056
39463|0.33333
39464|0.27778
39465|0.75
39466|0.625
39467|0.54167
39468|0.47222
39469|0.66667
39470|0.5
39471|0.76389
39472|0.53125
39473|0.88889
39474|0.66667
39475|0.5
39476|0.83333
39477|0.81944
39478|0.81944
39479|0.61111
39480|0.68056
39481|0.65278
39482|0.65278
39483|0.54167
39484|0.47222
39485|0.54167
39486|0.51389
39487|0.45833
39488|0.5
39489|0.5
39490|0.66667
39491|0.52778
39492|0.55556
39493|0.52778
39494|0.47222
39495|0.45833
39496|0.63889
39497|0.65278
39498|0.23611
39499|0.86111
39500|0.83333
39501|0.66667
39502|0.5
39503|0.58333
39504|0.63889
39505|0.65278
39506|0.5
39507|0.55556
39508|0.41667
39509|0.58333
39510|0.51389
39511|0.5
39512|0.5
39513|0.5
39514|0.375
39515|0.55208
39516|0.5
39517|0.5
39518|0.44444
39519|0.54167
39520|0.5
39521|0.79167
39522|0.5
39523|0.5
39524|0.5
39525|0.63889
39526|0.66667
39527|0.75
39528|0.88889
39529|0.5
39530|0.73611
39531|0.5
39532|0.79167
39533|0.5
39534|0.5
39535|0.47222
39536|0.73611
39537|0.61111
39538|0.30556
39539|0.36111
39540|0.5
39541|0.52778
39542|0.6875
39543|0.68056
39544|0.51389
39545|0.375
39546|0.23611
39547|0.625
39548|0.5
39549|0.52778
39550|0.47222
39551|0.44444
39552|0.76389
39553|0.30556
39554|0.43056
39555|0.5
39556|0.55556
39557|0.5
39558|0.61111
39559|0.72222
39560|0.5
39561|0.61111
39562|0.65278
39563|0.55556
39564|0.5
39565|0.5
39566|0.48611
39567|0.68056
39568|0.70833
39569|0.77778
39570|0.11111
39571|0.48611
39572|0.80556
39573|1
39574|0.41667
39575|0.23611
39576|0.61111
39577|0.5
39578|0.40278
39579|0.61111
39580|0.61111
39581|0.5
39582|0.98611
39583|0.91667
39584|0.36111
39585|0.65278
39586|0.5
39587|0.38889
39588|0.44444
39589|0.55556
39590|0.5
39591|0.54167
39592|0.5
39593|0.5
39594|0.53125
39595|0.5
39596|0.61111
39597|0.55556
39598|0.58333
39599|0.76389
39600|0.52778
39601|0.5
39602|0.5
39603|0.70833
39604|0.61111
39605|0.55556
39606|0.81944
39607|0.20833
39608|0.77778
39609|0.68056
39610|0.31944
39611|0.45833
39612|0.45833
39613|0.61111
39614|0.74306
39615|0.61111
39616|0.65278
39617|0.54167
39618|0.83333
39619|0.58333
39620|0.375
39621|0.33333
39622|0.76389
39623|0.45833
39624|0.27778
39625|0.26389
39626|0.56944
39627|0.56944
39628|0.45833
39629|0.20833
39630|0.27778
39631|0.44444
39632|0.5
39633|0.76389
39634|0.69444
39635|0.91667
39636|0.38889
39637|0.52778
39638|0.47222
39639|0.65278
39640|0.79167
39641|0.61111
39642|0.5
39643|0.31944
39644|0.58333
39645|0.34722
39646|0.5
39647|0.5
39648|0.5
39649|0.5
39650|0.45833
39651|0.61111
39652|0.72222
39653|0.56944
39654|0.61111
39655|0.56944
39656|0.20833
39657|0.44444
39658|0.5
39659|0.375
39660|0.5
39661|0.81944
39662|0.44444
39663|0.70833
39664|0.61111
39665|0.41667
39666|0.83333
39667|0.43056
39668|0.44444
39669|0.44444
39670|0.22222
39671|0.13889
39672|0.22222
39673|0.13889
39674|0.47222
39675|0.375
39676|0.44444
39677|0.44444
39678|0.25
39679|0.61111
39680|0.61111
39681|0.63889
39682|0.54167
39683|0.44444
39684|0.30556
39685|0.375
39686|0.5
39687|0.43056
39688|0.61111
39689|0.70833
39690|0.44444
39691|0.58333
39692|0.55556
39693|0.22222
39694|0.5
39695|0.54167
39696|0.65278
39697|0.59722
39698|0.81944
39699|0.58333
39700|0.63889
39701|0.22222
39702|0.5
39703|0.5
39704|0.5
39705|0.56944
39706|0.44444
39707|0.56944
39708|0.5
39709|0.45833
39710|0.66667
39711|0.5
39712|0.70833
39713|0.5
39714|0.52778
39715|0.79167
39716|0.66667
39717|0.47222
39718|0.5
39719|0.38889
39720|0.36111
39721|0.5
39722|0.48611
39723|0.5
39724|0.72222
39725|0.52778
39726|0.52778
39727|0.69444
39728|0.73611
39729|0.5
39730|0.43056
39731|0.5
39732|0.56944
39733|0.5
39734|0.60417
39735|0.29167
39736|0.5
39737|0.79167
39738|0.65278
39739|0.5
39740|0.61111
39741|0.55556
39742|0.75
39743|0.44444
39744|0.77083
39745|0.75
39746|0.47222
39747|0.36111
39748|0.5
39749|0.69444
39750|0.55556
39751|0.5
39752|0.44444
39753|0.22222
39754|0.63889
39755|0.5
39756|0.63889
39757|0.55556
39758|0.65278
39759|0.5
39760|0.52778
39761|0.51389
39762|0.45833
39763|0.29167
39764|0.5
39765|0.63889
39766|0.81944
39767|0.79167
39768|0.77778
39769|0.55556
39770|0.77083
39771|0.68056
39772|0.75
39773|0.55556
39774|0.59722
39775|0.61111
39776|0.68056
39777|0.80556
39778|0.83333
39779|0.88889
39780|0.77778
39781|0.31944
39782|0.70833
39783|0.63889
39784|0.5
39785|0.5
39786|0.56944
39787|0.38889
39788|0.66667
39789|0.86111
39790|0.33333
39791|0.80556
39792|0.44444
39793|0.5
39794|0.5
39795|0.26389
39796|0.5
39797|0.58333
39798|0.5
39799|0.73611
39800|0.5
39801|0.69444
39802|0.94444
39803|0.75
39804|0.61111
39805|0.58333
39806|0.76389
39807|0.73611
39808|0.875
39809|0.93056
39810|0.5
39811|0.61111
39812|0.76042
39813|0.31944
39814|0.44444
39815|0.45833
39816|0.77778
39817|0.61111
39818|0.45833
39819|0.44444
39820|0.5
39821|0.5
39822|0.5
39823|0.48611
39824|0.52778
39825|0.5
39826|0.125
39827|0.66667
39828|0.55556
39829|0.93056
39830|0.5
39831|0.5
39832|0.66667
39833|0.94444
39834|0.16667
39835|0.54167
39836|0.77778
39837|0.625
39838|0.40278
39839|0.80556
39840|0.875
39841|0.81944
39842|0.77778
39843|0.77778
39844|0.86111
39845|0.73611
39846|0.73611
39847|0.69444
39848|0.84722
39849|0.73611
39850|0.77778
39851|0.61111
39852|0.72222
39853|0.70833
39854|0.70833
39855|0.5
39856|0.5
39857|0.55556
39858|0.38889
39859|0.5
39860|0.66667
39861|0.5
39862|0.5
39863|0.54167
39864|0.63889
39865|0.22222
39866|0.5
39867|0.68056
39868|0.66667
39869|0.51389
39870|0.76389
39871|0.625
39872|0.5
39873|0.54167
39874|0.5
39875|0.48611
39876|0.44444
39877|0.33333
39878|0.5
39879|0.75
39880|0.66667
39881|0.73611
39882|0.66667
39883|0.33333
39884|0.70833
39885|0.54167
39886|0.69444
39887|0.5
39888|0.72222
39889|0.66667
39890|0.5
39891|0.66667
39892|0.63889
39893|0.22222
39894|0.5
39895|0.5
39896|0.52778
39897|0.18056
39898|0.63889
39899|0.77778
39900|0.69444
39901|0.47222
39902|0.23611
39903|0.11111
39904|0.26389
39905|0.13889
39906|0.27778
39907|0.27778
39908|0.65278
39909|0.73611
39910|0.76389
39911|0.56944
39912|0.66667
39913|0.61111
39914|0.5
39915|0.25
39916|0.47222
39917|0.58333
39918|0.79167
39919|0.77778
39920|0.38889
39921|0.59722
39922|0.65278
39923|0.70833
39924|0.52778
39925|0.61111
39926|0.76389
39927|0.84722
39928|0.72222
39929|0.76389
39930|0.68056
39931|0.80556
39932|0.76389
39933|0.70833
39934|0.72222
39935|0.61111
39936|0.69444
39937|0.77778
39938|0.69444
39939|0.56944
39940|0.75
39941|0.71875
39942|0.68056
39943|0.79167
39944|0.52778
39945|0.76389
39946|0.55556
39947|0.73611
39948|0.66667
39949|0.5
39950|0.54167
39951|0.5
39952|0.55556
39953|0.77778
39954|0.48611
39955|0.54167
39956|0.55556
39957|0.38889
39958|0.5
39959|0.55556
39960|0.80556
39961|0.77778
39962|0.69444
39963|0.34722
39964|0.875
39965|0.72222
39966|0.61111
39967|1
39968|0.61111
39969|0.5
39970|0.69444
39971|0.66667
39972|0.5
39973|0.5
39974|0.5
39975|0.88889
39976|0.625
39977|0.52778
39978|0.38889
39979|0.48611
39980|0.58333
39981|0.55556
39982|0.5
39983|0.41667
39984|0.375
39985|0.52778
39986|0.58333
39987|0.43056
39988|0.33333
39989|0.5
39990|0.47222
39991|0.72222
39992|0.54167
39993|0.5
39994|0.5
39995|0.80208
39996|0.55556
39997|0.52778
39998|0.81944
39999|0.65278
40000|0.38889
40001|0.5
40002|0.5
40003|0.5
40004|0.55556
40005|0.61111
40006|0.20833
40007|0.45833
40008|0.625
40009|0.58333
40010|0.65278
40011|0.5
40012|0.58333
40013|0.68056
40014|0.77778
40015|0.61111
40016|0.84722
40017|0.76042
40018|0.72222
40019|0.79167
40020|0.73611
40021|0.63889
40022|0.375
40023|0.40278
40024|0.069444
40025|0.45833
40026|0.61111
40027|0.63889
40028|0.51389
40029|0.83333
40030|0.65278
40031|0.5
40032|0.5
40033|0.44444
40034|0.44444
40035|0.5
40036|0.76389
40037|0.875
40038|0.58333
40039|0.5
40040|0.47222
40041|0.5
40042|0.34722
40043|0.36111
40044|0.44444
40045|0.375
40046|0.75
40047|0.65278
40048|0.45833
40049|0.5
40050|0.72222
40051|0.52778
40052|0.45833
40053|0.38889
40054|0.65278
40055|0.5
40056|0.55556
40057|0.69444
40058|0.80556
40059|0.55556
40060|0.75
40061|0.56944
40062|0.44444
40063|0.66667
40064|0.58333
40065|0.45833
40066|0.47222
40067|0.41667
40068|0.59722
40069|0.70833
40070|0.36111
40071|0.65278
40072|0.73611
40073|0.5
40074|0.38889
40075|0.65278
40076|0.45833
40077|0.47222
40078|0.63542
40079|0.5
40080|0.5
40081|0.61111
40082|0.63889
40083|0.5
40084|0.5
40085|0.5
40086|0.66667
40087|0.72222
40088|0.65278
40089|0.88889
40090|0.88889
40091|0.5
40092|0.51389
40093|0.56944
40094|0.55556
40095|0.5
40096|0.55556
40097|0.55556
40098|0.72222
40099|0.5
40100|0.5
40101|0.79167
40102|0.83333
40103|0.94444
40104|0.48611
40105|0.625
40106|0.70833
40107|0.66667
40108|0.75
40109|0.63889
40110|0.52778
40111|0.77778
40112|0.65278
40113|0.92708
40114|0.80556
40115|0.625
40116|0.875
40117|0.40278
40118|0.65278
40119|0.88889
40120|0.63889
40121|0.66667
40122|0.027778
40123|0.76389
40124|0.76389
40125|0.66667
40126|0.44444
40127|0.90278
40128|0.75
40129|0.68056
40130|0.55556
40131|0.79167
40132|0.66667
40133|0.83333
40134|0.56944
40135|0.66667
40136|0.5
40137|0.84722
40138|0.5
40139|0.61111
40140|0.30556
40141|0.88542
40142|0.61111
40143|0.54167
40144|0.69444
40145|0.875
40146|0.58333
40147|0.81944
40148|0.76389
40149|0.70833
40150|0.69444
40151|0.72222
40152|0.66667
40153|0.61111
40154|0.77083
40155|0.5
40156|0.5
40157|0.5
40158|0.625
40159|0.69792
40160|0.72917
40161|0.80556
40162|0.61111
40163|0.5
40164|0.5
40165|0.52778
40166|0.63889
40167|0.86111
40168|0.66667
40169|0.75
40170|0.59722
40171|0.55556
40172|0.73611
40173|0.84722
40174|0.75
40175|0.94444
40176|0.97222
40177|0.76389
40178|0.65278
40179|0.63889
40180|0.55556
40181|0.66667
40182|0.93056
40183|0.69444
40184|0.54167
40185|0.86111
40186|0.63542
40187|0.5
40188|0.51389
40189|0.83333
40190|0.5
40191|0.68056
40192|0.5
40193|0.65278
40194|0.5
40195|0.58333
40196|0.66667
40197|0.5
40198|0.90278
40199|0.75
40200|0.77778
40201|0.81944
40202|0.44444
40203|0.5
40204|0.84722
40205|0.70833
40206|0.30556
40207|0.77778
40208|0.76389
40209|0.72222
40210|0.69444
40211|0.90278
40212|0.81944
40213|0.38889
40214|0.5
40215|0.80556
40216|0.86111
40217|0.77778
40218|0.69444
40219|0.15278
40220|0.76389
40221|0.69444
40222|0.66667
40223|0.69444
40224|0.72222
40225|0.72222
40226|0.45833
40227|0.61111
40228|0.56944
40229|0.84722
40230|0.88542
40231|0.51389
40232|0.70833
40233|0.59722
40234|0.77778
40235|0.58333
40236|0.83333
40237|0.40278
40238|0.77778
40239|0.44444
40240|0.84722
40241|0.5
40242|0.5
40243|0.76389
40244|0.80556
40245|0.44444
40246|0.097222
40247|0.72222
40248|0.83333
40249|0.65278
40250|0.65278
40251|0.68056
40252|0.88889
40253|0.79167
40254|0.68056
40255|0.73611
40256|0.73611
40257|0.66667
40258|0.77778
40259|0.5
40260|0.75
40261|0.88889
40262|0.83333
40263|0.44444
40264|0.58333
40265|0.54167
40266|0.66667
40267|0.56944
40268|0.55556
40269|0.81944
40270|0.33333
40271|0.875
40272|0.5
40273|0.66667
40274|0.66667
40275|0.5
40276|0.56944
40277|0.80556
40278|0.83333
40279|0.5
40280|0.63889
40281|0.48611
40282|0.65278
40283|0.5
40284|0.55556
40285|0.5
40286|0.5
40287|0.63889
40288|0.5
40289|0.56944
40290|0.5
40291|0.63889
40292|0.5
40293|0.61111
40294|0.33333
40295|0.5
40296|0.76389
40297|0.58333
40298|0.70833
40299|0.38889
40300|0.33333
40301|0.59722
40302|0.36111
40303|0.5
40304|0.66667
40305|0.5
40306|0.41667
40307|0.79167
40308|0.5
40309|0.5
40310|0.5
40311|0.84722
40312|0.75
40313|0.84722
40314|0.72222
40315|0.69444
40316|0.68056
40317|0.61111
40318|0.26389
40319|0.34722
40320|0.30556
40321|0.38889
40322|0.44444
40323|0.23611
40324|0.5
40325|0.66667
40326|0.61111
40327|0.72222
40328|0.5
40329|0.91667
40330|1
40331|0.63889
40332|0.66667
40333|0.91667
40334|0.69444
40335|0.44444
40336|0.75
40337|0.81944
40338|0.72222
40339|0.77778
40340|0.5
40341|0.51389
40342|0.33333
40343|0.59722
40344|0.55556
40345|0.75
40346|0.72222
40347|0.73611
40348|0.81944
40349|0.81944
40350|0.69444
40351|0.66667
40352|0.68056
40353|0.69444
40354|0.77778
40355|0.61111
40356|0.84722
40357|0.5
40358|0.59722
40359|0.88889
40360|0.69444
40361|0.75
40362|0.63889
40363|0.81944
40364|0.63889
40365|0.79167
40366|0.68056
40367|0.76389
40368|0.81944
40369|0.76389
40370|0.73611
40371|0.88889
40372|0.80556
40373|0.83333
40374|0.83333
40375|0.26389
40376|0.26389
40377|0.5
40378|0.75
40379|0.5
40380|0.43056
40381|0.72222
40382|0.81944
40383|0.58333
40384|0.65278
40385|0.625
40386|0.5
40387|0.5
40388|0.66667
40389|0.5
40390|0.5
40391|0.81944
40392|0.66667
40393|0.59722
40394|0.625
40395|0.38889
40396|0.375
40397|0.55556
40398|0.69444
40399|0.85417
40400|0.16667
40401|0.69444
40402|0.5
40403|0.875
40404|0.80556
40405|0.51389
40406|0.76389
40407|0.84722
40408|0.72222
40409|1
40410|0.63889
40411|0.80556
40412|0.19444
40413|0.29167
40414|0.69444
40415|0.5
40416|0.5
40417|0.44444
40418|0.66667
40419|0.44444
40420|0.58333
40421|0.375
40422|0.63889
40423|0.44444
40424|0.90278
40425|0.58333
40426|0.51389
40427|0.5
40428|0.65278
40429|0.59722
40430|0.76389
40431|0.23611
40432|0.22222
40433|0.34722
40434|0.77778
40435|0.43056
40436|0.40278
40437|0.45833
40438|0.625
40439|0.5
40440|0.5
40441|0.45833
40442|0.61111
40443|0.38889
40444|0.94444
40445|0.69444
40446|0.75
40447|0.61111
40448|0.55556
40449|0.51389
40450|0.5
40451|0.44444
40452|0.47222
40453|0.66667
40454|0.68056
40455|0.29167
40456|0.43056
40457|0.52778
40458|0.625
40459|0.38889
40460|0.66667
40461|0.625
40462|0.34722
40463|0.73611
40464|0.81944
40465|0.61111
40466|0.5
40467|0.54167
40468|0.76389
40469|0.66667
40470|0.875
40471|0.56944
40472|0.77778
40473|0.56944
40474|0.58333
40475|0.72222
40476|0.5
40477|0.51389
40478|0.5
40479|0.5
40480|0.51389
40481|0.66667
40482|0.44444
40483|0.83333
40484|0.58333
40485|0.79167
40486|0.5
40487|0.5
40488|0.51389
40489|0.5
40490|0.5
40491|0.5
40492|0.5
40493|0.51389
40494|0.66667
40495|0.5
40496|0.66667
40497|0.5
40498|0.65278
40499|0.5
40500|0.58333
40501|0.5
40502|0.5
40503|0.52778
40504|0.65278
40505|0.5
40506|0.54167
40507|0.5
40508|0.61111
40509|0.5
40510|0.5
40511|0.625
40512|0.5
40513|0.65278
40514|0.5
40515|0.5
40516|0.69444
40517|0.77778
40518|0.5
40519|0.61111
40520|0.77778
40521|0.5
40522|0.52778
40523|0.75
40524|0.56944
40525|0.72222
40526|0.5
40527|0.54167
40528|0.77778
40529|0.56944
40530|0.55556
40531|0.59722
40532|0.93056
40533|0.5
40534|0.61111
40535|0.5
40536|0.59722
40537|0.5
40538|0.61111
40539|0.5
40540|0.5
40541|0.58333
40542|0.38889
40543|0.55556
40544|0.66667
40545|0.48611
40546|0.80556
40547|0.68056
40548|0.77778
40549|0.83333
40550|0.83333
40551|0.54167
40552|0.38889
40553|0.33333
40554|0.44444
40555|0.55556
40556|0.55556
40557|0.66667
40558|0.59722
40559|0.43056
40560|0.48611
40561|0.5
40562|0.61111
40563|0.5
40564|0.70833
40565|0.84722
40566|0.44444
40567|0.72222
40568|0.55556
40569|0.56944
40570|0.83333
40571|0.63889
40572|0.5
40573|0.48611
40574|0.47222
40575|0.33333
40576|0.19444
40577|0.31944
40578|0.59722
40579|0.72222
40580|0.66667
40581|0.36111
40582|0.54167
40583|0.59722
40584|0.44444
40585|0.65278
40586|0.68056
40587|0.70833
40588|0.5
40589|0.55556
40590|0.5
40591|0.52778
40592|0.58333
40593|0.94444
40594|0.61111
40595|0.34722
40596|0.48611
40597|0.47222
40598|0.16667
40599|0.83333
40600|0.75
40601|0.5
40602|0.5
40603|0.43056
40604|0.47222
40605|0.66667
40606|0.5
40607|0.48611
40608|0.5
40609|0.77778
40610|0.61111
40611|0.5
40612|0.76389
40613|0.81944
40614|0.36111
40615|0.69444
40616|0.83333
40617|0.83333
40618|0.33333
40619|0.5
40620|0.51389
40621|0.44444
40622|0.73611
40623|0.79167
40624|0.65278
40625|0.58333
40626|0.43056
40627|0.61111
40628|0.63889
40629|0.48611
40630|0.55556
40631|0.5
40632|0.63889
40633|0.52778
40634|0.58333
40635|0.72222
40636|0.77778
40637|0.90278
40638|0.81944
40639|0.66667
40640|0.81944
40641|0.73611
40642|0.66667
40643|0.79167
40644|0.86111
40645|0.84722
40646|0.69444
40647|0.70833
40648|0.79167
40649|0.75
40650|0.69444
40651|0.69444
40652|0.83333
40653|0.83333
40654|0.91667
40655|0.76389
40656|0.76389
40657|0.52778
40658|0.80556
40659|0.83333
40660|0.375
40661|0.59722
40662|0.66667
40663|0.63889
40664|0.81944
40665|0.79167
40666|0.75
40667|0.69444
40668|0.90278
40669|0.88889
40670|0.83333
40671|0.91667
40672|0.77778
40673|0.875
40674|0.84722
40675|0.77778
40676|0.52778
40677|0.33333
40678|0.72222
40679|0.59722
40680|0.68056
40681|0.79167
40682|0.73611
40683|0.76389
40684|0.58333
40685|0.84722
40686|0.83333
40687|0.76389
40688|0.84722
40689|0.83333
40690|0.625
40691|0.81944
40692|0.81944
40693|0.83333
40694|0.81944
40695|0.56944
40696|0.625
40697|0.58333
40698|0.61111
40699|0.70833
40700|0.73611
40701|0.79167
40702|0.81944
40703|0.875
40704|0.63889
40705|0.65278
40706|0.77778
40707|0.875
40708|0.73611
40709|0.97222
40710|0.83333
40711|0.91667
40712|0.81944
40713|0.80556
40714|0.91667
40715|0.77778
40716|0.56944
40717|0.43056
40718|0.83333
40719|0.80556
40720|0.875
40721|0.77778
40722|0.75
40723|0.90278
40724|0.88889
40725|0.83333
40726|0.86111
40727|0.79167
40728|0.81944
40729|0.88889
40730|0.84722
40731|0.84722
40732|0.83333
40733|0.84722
40734|0.94444
40735|0.76389
40736|0.875
40737|0.93056
40738|0.5
40739|0.75
40740|0.80556
40741|0.61111
40742|0.77778
40743|0.5
40744|0.93056
40745|0.86111
40746|0.83333
40747|0.72222
40748|0.44444
40749|0.68056
40750|0.66667
40751|0.83333
40752|0.75
40753|0.83333
40754|0.83333
40755|0.69444
40756|0.59722
40757|0.77778
40758|0.77778
40759|0.84722
40760|0.81944
40761|0.875
40762|0.90278
40763|0.47222
40764|0.80556
40765|0.59722
40766|0.625
40767|0.80556
40768|0.84722
40769|0.875
40770|0.90278
40771|0.83333
40772|0.77778
40773|0.5
40774|0.80556
40775|0.66667
40776|0.5
40777|0.58333
40778|0.51389
40779|0.56944
40780|0.625
40781|0.375
40782|0.5
40783|0.5
40784|0.61111
40785|0.38889
40786|0.33333
40787|0.36111
40788|0.77778
40789|0.59722
40790|0.58333
40791|0.61111
40792|0.5
40793|0.55556
40794|0.5
40795|0.55556
40796|0.43056
40797|0.68056
40798|0.5
40799|0.80556
40800|0.70833
40801|0.51389
40802|0.54167
40803|0.73611
40804|0.77778
40805|0.45833
40806|0.59722
40807|0.58333
40808|0.51389
40809|0.88889
40810|0.68056
40811|0.61111
40812|0.69444
40813|0.5
40814|0.45833
40815|0.55556
40816|0.84722
40817|0.5
40818|0.5
40819|0.5
40820|0.77778
40821|0.66667
40822|0.56944
40823|0.72222
40824|0.77778
40825|0.77778
40826|0.5
40827|0.38889
40828|0.375
40829|0.77778
40830|0.84722
40831|0.84722
40832|0.61111
40833|0.27778
40834|0.52778
40835|0.33333
40836|0.45833
40837|0.625
40838|0.41667
40839|0.51389
40840|0.68056
40841|0.75
40842|0.88889
40843|0.77778
40844|0.52778
40845|0.73611
40846|0.72222
40847|0.77778
40848|0.84722
40849|0.5
40850|0.61111
40851|0.5
40852|0.5
40853|0.79167
40854|0.84722
40855|0.77778
40856|0.48611
40857|0.61111
40858|0.83333
40859|0.56944
40860|0.65278
40861|0.34722
40862|0.83333
40863|0.45833
40864|0.33333
40865|0.76389
40866|0.30556
40867|0.33333
40868|0.75
40869|0.5
40870|0.58333
40871|0.27778
40872|0.83333
40873|0.875
40874|0.5
40875|0.5
40876|0.5
40877|0.5
40878|0.77778
40879|0.5
40880|0.5
40881|0.63889
40882|0.66667
40883|0.80556
40884|0.5
40885|0.625
40886|0.79167
40887|0.84722
40888|0.81944
40889|0.77778
40890|0.80556
40891|0.66667
40892|0.55556
40893|0.5
40894|0.5
40895|0.55556
40896|1
40897|0.875
40898|0.83333
40899|0.63889
40900|0.36111
40901|0.69444
40902|0.84722
40903|0.55556
40904|0.55556
40905|0.75
40906|0.90278
40907|0.75
40908|0.38889
40909|0.59722
40910|0.88889
40911|0.48611
40912|0.68056
40913|0.40278
40914|0.41667
40915|0.75
40916|0.84722
40917|0.5
40918|0.72222
40919|0.76389
40920|0.75
40921|0.90278
40922|0.88889
40923|0.5
40924|0.66667
40925|0.73611
40926|0.81944
40927|0.84722
40928|0.81944
40929|0.77778
40930|0.83333
40931|0.86111
40932|0.625
40933|0.77778
40934|0.63889
40935|0.77778
40936|0.56944
40937|0.5
40938|0.44444
40939|0.5
40940|0.5
40941|0.80556
40942|0.875
40943|0.93056
40944|0.86111
40945|0.5
40946|0.5
40947|0.61111
40948|0.88889
40949|0.5
40950|0.5
40951|0.5
40952|0.81944
40953|0.5
40954|0.20833
40955|0.33333
40956|0.81944
40957|0.75
40958|0.76389
40959|0.44444
40960|0.44444
40961|0.55556
40962|0.875
40963|0.77778
40964|0.84722
40965|0.83333
40966|0.80556
40967|0.59722
40968|0.95833
40969|0.75
40970|0.5
40971|0.55556
40972|0.5
40973|0.59722
40974|0.97222
40975|0.44444
40976|0.5
40977|0.59722
40978|0.625
40979|0.36111
40980|0.43056
40981|0.5
40982|0.94444
40983|0.90278
40984|0.65278
40985|0.44444
40986|0.56944
40987|0.80556
40988|0.625
40989|0.75
40990|0.66667
40991|0.73611
40992|0.59722
40993|0.44444
40994|0.55556
40995|0.65278
40996|0.68056
40997|0.23611
40998|0.38889
40999|0.77778
41000|0.38889
41001|0.45833
41002|0.68056
41003|0.97222
41004|0.88889
41005|0.90278
41006|0.875
41007|0.80556
41008|0.72222
41009|0.66667
41010|0.61111
41011|0.83333
41012|0.66667
41013|0.66667
41014|0.72222
41015|0.625
41016|0.63889
41017|0.90278
41018|0.93056
41019|0.11111
41020|0.22222
41021|0.70833
41022|0.47222
41023|0.54167
41024|0.59722
41025|0.30556
41026|0.31944
41027|0.38889
41028|0.375
41029|0.40278
41030|0.56944
41031|0.68056
41032|0.76389
41033|0.54167
41034|0.5
41035|0.51389
41036|0.5
41037|0.625
41038|0.5
41039|0.5
41040|0.22222
41041|0.31944
41042|0.36111
41043|0.70833
41044|0.5
41045|0.38889
41046|0.55556
41047|0.79167
41048|0.26389
41049|0.34722
41050|0.68056
41051|0.5
41052|0.61111
41053|0.55556
41054|0.625
41055|0.77778
41056|0.68056
41057|0.56944
41058|0.59722
41059|0.80556
41060|0.76389
41061|0.81944
41062|0.70833
41063|0.86111
41064|0.5
41065|0.5
41066|0.63889
41067|0.5
41068|0.5
41069|0.15278
41070|0.38889
41071|0.58333
41072|0.83333
41073|0.51389
41074|0.52778
41075|0.63889
41076|0.81944
41077|0.80556
41078|0.30556
41079|0.43056
41080|0.68056
41081|0.375
41082|0.72222
41083|0.5
41084|0.58333
41085|0.58333
41086|0.83333
41087|0.73611
41088|0.68056
41089|0.77778
41090|0.66667
41091|0.80556
41092|0.43056
41093|0.5
41094|0.52778
41095|0.41667
41096|0.68056
41097|0.625
41098|0.72222
41099|0.68056
41100|0.75
41101|0.5
41102|0.55556
41103|0.66667
41104|0.45833
41105|0.54167
41106|0.5
41107|0.47222
41108|0.56944
41109|0.70833
41110|0.81944
41111|0.41667
41112|0.40278
41113|0.34722
41114|0.66667
41115|0.33333
41116|0.40278
41117|0.65278
41118|0.5
41119|0.5
41120|0.5
41121|0.51389
41122|0.5
41123|0.5
41124|0.5
41125|0.59722
41126|0.61111
41127|0.5
41128|0.76389
41129|0.80556
41130|0.36111
41131|0.61111
41132|0.68056
41133|0.63889
41134|0.5
41135|0.66667
41136|0.55556
41137|0.80556
41138|0.70833
41139|0.5
41140|0.97222
41141|1
41142|0.95833
41143|0.94444
41144|0.875
41145|0.95833
41146|0.80556
41147|0.84722
41148|0.80556
41149|0.40278
41150|0.25
41151|0.81944
41152|0.5
41153|0.5
41154|0.5
41155|0.51389
41156|0.5
41157|0.66667
41158|0.93056
41159|0.73611
41160|0.19444
41161|0.19444
41162|0.5
41163|0.70833
41164|0.51389
41165|0.59722
41166|0.55556
41167|0.77778
41168|0.26389
41169|0.30556
41170|0.59722
41171|0.83333
41172|0.72222
41173|0.5
41174|0.56944
41175|0.5
41176|0.5
41177|0.33333
41178|0.65278
